"Title","Year","Length","Budget","Rating","Votes","r1","r2","r3","r4","r5","r6","r7","r8","r9","r10","mpaa","Action","Animation","Comedy","Drama","Documentary","Romance","Short"
"Ocean's Twelve",2004,125,1.1e+08,6,14797,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,"PG-13",0,0,1,0,0,0,0
"Octane",2003,91,11500000,4.4,355,14.5,4.5,14.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,"R",0,0,0,0,0,0,0
"October 22",1998,94,-1,5.9,78,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,"R",0,0,0,1,0,0,0
"October Sky",1999,108,-1,7.7,12847,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,"PG",0,0,0,1,0,0,0
"Octopus",2000,95,5e+06,2.8,367,34.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,4.5,4.5,"PG-13",0,0,0,0,0,0,0
"Octopus 2: River of Fear",2001,91,-1,2.6,158,34.5,14.5,24.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,"R",0,0,0,0,0,0,0
"Odd Couple II, The",1998,97,-1,5.8,1366,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,14.5,"PG-13",0,0,1,0,0,0,0
"Of Love and Shadows",1994,103,-1,4.8,391,4.5,4.5,4.5,14.5,14.5,14.5,14.5,14.5,4.5,4.5,"R",0,0,0,1,0,0,0
"Off the Lip",2004,87,-1,3.8,34,24.5,0,14.5,4.5,4.5,4.5,4.5,4.5,4.5,34.5,"R",0,0,1,0,0,0,0
"Off the Map",2003,105,-1,7.6,229,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,24.5,"PG-13",0,0,0,1,0,0,0
"Office Killer",1997,82,-1,4.3,476,14.5,4.5,14.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,"R",0,0,1,0,0,0,0
"Office Space",1999,89,1e+07,7.7,26134,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,"R",0,0,1,0,0,0,0
"Old School",2003,92,2.4e+07,6.7,14283,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"R",0,0,1,0,0,0,0
"Oldboy",2003,120,-1,8.4,8983,4.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,44.5,"R",1,0,0,0,0,0,0
"Olive Juice",2001,88,-1,5.4,66,34.5,4.5,4.5,4.5,4.5,4.5,14.5,4.5,4.5,24.5,"PG-13",0,0,1,0,0,1,0
"Omega Doom",1997,84,-1,3.2,437,24.5,14.5,14.5,4.5,14.5,4.5,4.5,4.5,4.5,4.5,"R",0,0,0,0,0,0,0
"On the Border",1998,103,3e+06,4.8,165,14.5,4.5,4.5,14.5,24.5,14.5,4.5,4.5,4.5,4.5,"R",0,0,0,1,0,0,0
"On the Borderline",2001,93,-1,5.5,53,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,4.5,"R",0,0,0,1,0,0,0
"On the Line",2001,85,1e+07,4.1,1013,24.5,4.5,4.5,4.5,14.5,4.5,14.5,4.5,4.5,14.5,"PG",0,0,1,0,0,1,0
"Once Upon a Time in America",1984,227,3e+07,8.2,19292,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,24.5,34.5,"R",0,0,0,1,0,0,0
"Once Upon a Time in Mexico",2003,102,2.9e+07,6,14732,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,"R",1,0,0,0,0,0,0
"Once Upon a Time in the Midlands",2002,104,-1,5.7,583,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,4.5,4.5,"R",0,0,0,1,0,0,0
"Once Upon a Time... When We Were Colored",1995,115,-1,7.4,151,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,24.5,"PG",0,0,0,1,0,0,0
"Once Were Warriors",1994,103,-1,7.9,6240,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,24.5,"R",0,0,0,1,0,0,0
"Once in a Blue Moon",1995,96,-1,6.6,45,4.5,0,4.5,4.5,14.5,4.5,14.5,14.5,14.5,24.5,"PG",0,0,0,0,0,0,0
"Once in the Life",2000,104,-1,4.8,160,4.5,4.5,4.5,14.5,14.5,24.5,14.5,14.5,4.5,4.5,"R",0,0,0,1,0,0,0
"One Day in September",2000,94,-1,7.6,1186,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,"R",0,0,0,0,1,0,0
"One Eight Seven",1997,119,2.3e+07,6.3,2958,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"R",0,0,0,1,0,0,0
"One Eyed King",2001,105,6500000,5.1,81,4.5,4.5,4.5,14.5,4.5,14.5,14.5,14.5,4.5,14.5,"R",0,0,0,1,0,0,0
"One Fine Day",1996,108,-1,6.2,6522,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,14.5,"PG",0,0,1,1,0,1,0
"One Good Turn",1996,90,-1,5.2,55,4.5,4.5,4.5,14.5,24.5,14.5,14.5,4.5,4.5,14.5,"R",0,0,0,0,0,0,0
"One Hell of a Christmas",2002,94,4e+05,2.7,70,34.5,4.5,14.5,4.5,14.5,4.5,14.5,4.5,4.5,14.5,"R",0,0,1,0,0,0,0
"One Hour Photo",2002,96,1.2e+07,7.1,17130,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,"R",0,0,0,1,0,0,0
"One Night Stand",1997,102,2.4e+07,5.7,1709,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,"R",0,0,0,1,0,0,0
"One Night at McCool's",2001,93,-1,6.2,6893,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"R",0,0,1,0,0,0,0
"One Point O",2004,92,-1,6,505,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,14.5,"R",0,0,0,0,0,0,0
"One Small Hero",1999,84,-1,3.4,64,14.5,14.5,4.5,14.5,4.5,4.5,14.5,4.5,4.5,14.5,"PG",0,0,1,0,0,0,0
"One Tough Bastard",1995,100,-1,4.5,140,14.5,4.5,4.5,14.5,14.5,4.5,4.5,4.5,4.5,14.5,"R",1,0,0,0,0,0,0
"One Tough Cop",1998,90,-1,5,395,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,4.5,"R",1,0,0,0,0,0,0
"One True Thing",1998,127,3e+07,7,2534,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"R",0,0,0,1,0,0,0
"One Week",2000,97,-1,5.2,66,4.5,4.5,4.5,4.5,4.5,14.5,4.5,14.5,14.5,24.5,"R",0,0,0,1,0,0,0
"Onegin",1999,106,1.4e+07,6.3,1327,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,14.5,"R",0,0,0,1,0,1,0
"Ong-bak",2003,101,-1,7.2,3193,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,"R",1,0,0,0,0,0,0
"Only Thrill, The",1997,103,-1,5.7,154,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,"R",0,0,0,1,0,1,0
"Only the Strong Survive",2002,95,-1,6.6,62,4.5,0,4.5,4.5,14.5,14.5,24.5,14.5,4.5,14.5,"PG-13",0,0,0,0,1,0,0
"Onmyoji",2001,116,-1,6.1,189,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,14.5,"R",1,0,0,1,0,0,0
"Open Range",2003,139,2.6e+07,7.5,8799,4.5,4.5,4.5,4.5,4.5,4.5,24.5,24.5,14.5,14.5,"R",0,0,0,1,0,0,0
"Open Water",2003,79,130000,6.1,7204,14.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,"R",0,0,0,1,0,0,0
"Operation Balikatan",2003,91,-1,2.3,15,34.5,14.5,0,0,24.5,0,24.5,4.5,0,4.5,"R",1,0,0,0,0,0,0
"Operation Crossbow",1965,115,-1,6.4,466,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"PG-13",0,0,0,1,0,0,0
"Operation Delta Force",1997,93,-1,3.7,188,24.5,14.5,14.5,4.5,14.5,14.5,4.5,4.5,4.5,4.5,"R",1,0,0,0,0,0,0
"Operation Delta Force 4: Deep Fault",2001,96,-1,3.7,72,24.5,4.5,4.5,14.5,4.5,4.5,4.5,4.5,4.5,14.5,"R",1,0,0,0,0,0,0
"Operation Delta Force 5: Random Fire",1999,91,-1,3.4,80,34.5,4.5,14.5,4.5,14.5,4.5,4.5,4.5,4.5,14.5,"R",0,0,0,0,0,0,0
"Operation Dumbo Drop",1995,104,-1,4.8,1274,4.5,4.5,14.5,14.5,24.5,24.5,14.5,4.5,4.5,4.5,"PG",1,0,1,0,0,0,0
"Operation Splitsville",1999,90,-1,4.3,85,14.5,14.5,4.5,4.5,4.5,14.5,4.5,4.5,4.5,14.5,"PG-13",0,0,1,0,0,0,0
"Operative, The",2000,93,-1,3.9,98,14.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,14.5,"R",1,0,0,0,0,0,0
"Operator, The",2000,102,-1,5.2,93,14.5,4.5,4.5,14.5,14.5,14.5,14.5,14.5,4.5,4.5,"R",0,0,0,1,0,0,0
"Opponent, The",2000,90,-1,5.4,39,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,14.5,"R",0,0,0,1,0,0,0
"Opportunists, The",2000,90,-1,5.9,396,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"R",0,0,1,1,0,0,0
"Orange County",2002,82,1.8e+07,6.1,8526,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"PG-13",0,0,1,1,0,0,0
"Order, The",2001,89,-1,4.1,1053,14.5,4.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,14.5,"R",1,0,0,1,0,0,0
"Order, The",2003,102,3.8e+07,4.6,3004,4.5,4.5,14.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,"R",0,0,0,0,0,0,0
"Ordinary Decent Criminal",2000,85,-1,6.2,2492,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"R",0,0,1,0,0,0,0
"Organization, The",1971,106,-1,5.7,118,4.5,4.5,4.5,14.5,24.5,24.5,24.5,4.5,4.5,4.5,"PG-13",0,0,0,1,0,0,0
"Orgazmo",1997,92,1e+06,5.7,5128,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,14.5,"NC-17",0,0,1,0,0,0,0
"Original Gangstas",1996,99,4800000,5.3,216,4.5,4.5,4.5,14.5,24.5,14.5,4.5,4.5,4.5,14.5,"R",0,0,0,1,0,0,0
"Original Kings of Comedy, The",2000,115,3e+06,6.1,1386,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,"R",0,0,1,0,1,0,0
"Original Latin Kings of Comedy, The",2002,86,-1,7.1,54,4.5,0,0,4.5,4.5,14.5,14.5,14.5,4.5,34.5,"R",0,0,1,0,0,0,0
"Original Sin",2001,116,2.6e+07,5.5,4592,4.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,4.5,4.5,"R",0,0,0,1,0,1,0
"Oriundi",1999,97,-1,7.1,63,4.5,0,4.5,0,4.5,4.5,14.5,14.5,14.5,34.5,"PG",0,0,0,1,0,1,0
"Osama",2003,83,46000,7.5,1546,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"PG-13",0,0,0,1,0,0,0
"Oscar and Lucinda",1997,132,-1,6.7,1784,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"R",0,0,0,1,0,1,0
"Osmosis Jones",2001,95,7.5e+07,6.2,3410,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"PG",0,1,1,0,0,0,0
"Othello",1995,123,1.1e+07,6.8,1852,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"R",0,0,0,1,0,0,0
"Other Brother, The",2002,94,-1,3.7,37,24.5,0,4.5,14.5,14.5,4.5,14.5,4.5,0,14.5,"R",0,0,1,1,0,0,0
"Other Men's Wives",1996,84,-1,2.4,20,24.5,14.5,14.5,14.5,4.5,24.5,14.5,14.5,0,0,"R",0,0,0,1,0,0,0
"Other Side of Heaven, The",2001,113,7e+06,6.5,683,4.5,4.5,4.5,4.5,4.5,4.5,14.5,4.5,14.5,34.5,"PG",0,0,0,1,0,0,0
"Other Sister, The",1999,129,-1,6.1,3021,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,14.5,"PG-13",0,0,1,1,0,1,0
"Other Voices",2000,104,-1,7.1,53,4.5,4.5,4.5,4.5,14.5,4.5,14.5,24.5,14.5,14.5,"R",0,0,0,1,0,0,0
"Others, The",2001,104,1.7e+07,7.8,36914,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,"PG-13",0,0,0,1,0,0,0
"Otogiriso",2001,85,-1,5.2,286,4.5,4.5,14.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,"R",0,0,0,0,0,0,0
"Otra conquista, La",1998,106,3500000,6.7,140,4.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,34.5,"R",0,0,0,1,0,0,0
"Otro lado de la cama, El",2002,114,-1,6.9,988,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,"R",0,0,1,1,0,1,0
"Our Song",2000,95,-1,6.9,187,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,"R",0,0,0,1,0,0,0
"Out Cold",2001,92,1.1e+07,5.2,1990,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,14.5,"PG-13",0,0,1,0,0,0,0
"Out for Blood",2004,95,-1,4,72,14.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,14.5,"R",1,0,0,0,0,0,0
"Out for a Kill",2003,88,2e+07,3,818,34.5,14.5,14.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,"R",1,0,0,0,0,0,0
"Out in Fifty",1999,103,-1,3,132,14.5,14.5,14.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,"R",0,0,0,1,0,0,0
"Out of Control",1998,93,-1,5.2,45,14.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,4.5,"R",0,0,0,0,0,0,0
"Out of Line",2001,96,-1,4.9,46,4.5,4.5,4.5,14.5,14.5,14.5,4.5,4.5,4.5,24.5,"R",1,0,0,1,0,0,0
"Out of Reach",2004,88,2e+07,3.7,399,24.5,4.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,4.5,"R",1,0,0,1,0,1,0
"Out of Step",2002,90,-1,6.7,38,14.5,4.5,14.5,4.5,4.5,4.5,14.5,24.5,4.5,24.5,"PG",0,0,0,1,0,0,0
"Out of the Cold",1999,111,-1,5.6,58,4.5,4.5,14.5,4.5,4.5,14.5,14.5,4.5,4.5,24.5,"R",0,0,0,1,0,0,0
"Out to Sea",1997,109,-1,5.6,1380,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,4.5,4.5,"PG-13",0,0,1,0,0,1,0
"Out-of-Sync",1995,105,1500000,4.7,37,4.5,4.5,14.5,14.5,4.5,14.5,14.5,4.5,4.5,24.5,"R",0,0,0,1,0,0,0
"Out-of-Towners, The",1999,90,4e+07,5,2919,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,4.5,"PG-13",0,0,1,0,0,0,0
"Outbreak",1995,127,5e+07,6.4,13796,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"R",0,0,0,1,0,0,0
"Outfitters, The",1999,92,-1,5.1,30,14.5,4.5,4.5,14.5,14.5,14.5,4.5,4.5,4.5,24.5,"PG-13",1,0,0,0,0,0,0
"Outlaws: Legend of O.B. Taggart, The",1994,98,-1,7.7,16,4.5,4.5,4.5,0,0,14.5,24.5,4.5,4.5,34.5,"R",0,0,0,0,0,0,0
"Outside Ozona",1998,100,-1,5.7,274,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"R",0,0,0,0,0,0,0
"Outside Providence",1999,96,7e+06,6.1,2735,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"R",0,0,1,1,0,1,0
"Outsiders, The",1983,91,1e+07,6.8,7125,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,14.5,"PG-13",0,0,0,1,0,0,0
"Outta Time",2002,94,-1,3.5,93,14.5,14.5,14.5,4.5,14.5,4.5,4.5,14.5,4.5,14.5,"R",1,0,0,0,0,0,0
"Over the Wire",1996,88,-1,3.8,40,14.5,4.5,14.5,4.5,14.5,14.5,4.5,4.5,14.5,24.5,"R",0,0,0,1,0,0,0
"Overdrive",1997,92,-1,3.5,27,14.5,0,14.5,24.5,14.5,14.5,0,4.5,14.5,4.5,"R",1,0,0,0,0,0,0
"Overkill",1996,88,-1,3.5,41,14.5,4.5,14.5,4.5,4.5,14.5,4.5,4.5,4.5,14.5,"R",1,0,0,0,0,0,0
"Overnight",2003,82,-1,7.5,101,4.5,4.5,4.5,4.5,4.5,4.5,24.5,14.5,14.5,24.5,"R",0,0,0,0,1,0,0
"Overnight Delivery",1998,87,1.2e+07,5.9,1229,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,14.5,"PG-13",0,0,1,0,0,1,0
"Owning Mahowny",2003,104,1e+07,7,1999,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,"R",0,0,0,1,0,0,0
"Oxygen",1999,92,-1,6.1,956,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"R",0,0,0,0,0,0,0
"P.C.H.",1995,92,-1,3.2,42,24.5,14.5,14.5,4.5,4.5,14.5,4.5,0,4.5,4.5,"R",0,0,1,0,0,1,0
"P.S.",2004,97,-1,6.3,653,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,4.5,"R",0,0,1,1,0,1,0
"P.S. Your Cat Is Dead",2002,88,2e+06,4.7,185,4.5,4.5,14.5,4.5,4.5,14.5,14.5,4.5,4.5,14.5,"R",0,0,1,0,0,0,0
"P.U.N.K.S.",1999,115,-1,2.5,220,44.5,4.5,14.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,"PG",0,0,1,0,0,0,0
"Pacifier, The",2005,95,5.6e+07,4.9,2179,14.5,4.5,4.5,4.5,4.5,14.5,14.5,4.5,4.5,24.5,"PG",1,0,1,0,0,0,0
"Packing Suburbia, A",1999,90,40000,4.5,38,34.5,14.5,4.5,14.5,4.5,4.5,4.5,4.5,0,14.5,"R",0,0,0,1,0,0,0
"Pacte des loups, Le",2001,152,-1,7,12958,4.5,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,14.5,"R",1,0,0,0,0,0,0
"Paid in Full",2002,97,-1,6.1,404,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,24.5,"R",1,0,0,1,0,0,0
"Paint Job, The",1992,90,-1,6.5,90,4.5,4.5,4.5,4.5,14.5,4.5,14.5,4.5,4.5,44.5,"R",0,0,1,0,0,0,0
"Paint Your Wagon",1969,158,2e+07,6.5,2011,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,14.5,"PG-13",0,0,1,0,0,0,0
"Painted Angels",1998,110,-1,3.4,66,14.5,14.5,24.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,"R",0,0,0,1,0,0,0
"Pale Saints",1997,90,-1,3.8,64,14.5,0,4.5,4.5,14.5,14.5,4.5,14.5,4.5,14.5,"R",0,0,0,0,0,0,0
"Pallbearer, The",1996,98,-1,4.8,2093,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,"PG-13",0,0,1,1,0,0,0
"Palmer's Pick Up",1999,108,-1,4.1,58,14.5,24.5,4.5,14.5,4.5,14.5,4.5,4.5,4.5,14.5,"R",0,0,1,0,0,0,0
"Palmetto",1998,114,-1,5.6,2228,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,4.5,4.5,"R",0,0,0,1,0,1,0
"Palookaville",1995,92,-1,6.5,793,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,4.5,"R",0,0,1,0,0,0,0
"Pandaemonium",2000,124,1.5e+07,6.2,244,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,"PG-13",0,0,0,1,0,0,0
"Pandora Project, The",1998,89,-1,3,150,24.5,14.5,24.5,14.5,14.5,4.5,4.5,4.5,0,4.5,"R",1,0,0,0,0,0,0
"Pane e tulipani",2000,118,-1,7.3,2259,4.5,4.5,4.5,4.5,4.5,4.5,24.5,34.5,14.5,14.5,"PG-13",0,0,1,0,0,1,0
"Panic",2000,88,1e+06,6.9,2524,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,"R",0,0,1,1,0,0,0
"Panic",2001,91,-1,4.3,120,24.5,4.5,14.5,4.5,14.5,14.5,4.5,4.5,4.5,4.5,"R",1,0,0,1,0,0,0
"Panic Room",2002,113,4.8e+07,7,24302,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,4.5,"R",0,0,0,1,0,0,0
"Panther",1995,124,-1,5.6,408,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,"R",0,0,0,1,0,0,0
"Pao Da Shuang Deng",1994,115,-1,6.9,215,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"R",0,0,0,1,0,0,0
"Paparazzi",2004,84,2e+07,5.6,2028,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"PG-13",0,0,0,1,0,0,0
"Paper Soldiers",2002,88,-1,5.1,103,4.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,4.5,24.5,"R",1,0,1,0,0,0,0
"Papertrail",1997,89,-1,4.5,147,14.5,4.5,14.5,4.5,24.5,14.5,14.5,4.5,4.5,4.5,"R",0,0,0,0,0,0,0
"Paradise Road",1997,122,-1,6.7,1094,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,14.5,"R",0,0,0,1,0,0,0
"Paranoia",1998,80,-1,4.2,63,14.5,4.5,4.5,14.5,14.5,14.5,4.5,14.5,4.5,14.5,"R",0,0,0,1,0,0,0
"Parent Trap, The",1998,127,-1,6.4,4393,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,14.5,"PG",0,0,1,0,0,1,0
"Paris",2003,98,-1,4.7,65,4.5,14.5,14.5,4.5,14.5,4.5,4.5,14.5,14.5,24.5,"R",0,0,0,0,0,0,0
"Paris, France",1993,112,-1,4.4,167,14.5,4.5,4.5,4.5,14.5,4.5,14.5,14.5,4.5,14.5,"NC-17",0,0,1,1,0,0,0
"Parole Officer, The",2001,93,-1,6.3,1047,4.5,4.5,4.5,4.5,4.5,14.5,34.5,14.5,4.5,4.5,"R",0,0,1,0,0,0,0
"Party Monster",2003,98,5e+06,5.8,1976,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,14.5,"R",0,0,0,1,0,0,0
"Pass, The",1998,90,-1,3.9,80,14.5,4.5,14.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,"R",0,0,0,0,0,0,0
"Passager de la pluie, Le",1969,115,-1,6.8,222,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,24.5,"PG-13",0,0,0,1,0,0,0
"Passion in the Desert",1997,91,-1,5.9,219,4.5,4.5,4.5,4.5,14.5,14.5,14.5,24.5,4.5,14.5,"PG-13",0,0,0,1,0,0,0
"Passion of Mind",2000,101,-1,5.5,838,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,"PG-13",0,0,0,1,0,1,0
"Passion of the Christ, The",2004,127,3e+07,7.4,34046,14.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,44.5,"R",0,0,0,1,0,0,0
"Passionada",2002,108,-1,6.1,279,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,24.5,"PG-13",0,0,1,1,0,1,0
"Past Perfect",1998,92,-1,4.3,91,4.5,4.5,4.5,14.5,14.5,4.5,14.5,4.5,4.5,4.5,"R",1,0,0,1,0,0,0
"Pat Garrett and Billy the Kid",1973,122,4638783,6.9,1469,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,24.5,"R",0,0,0,0,0,0,0
"Patch Adams",1998,115,5e+07,6.1,12110,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,4.5,"PG-13",0,0,1,1,0,0,0
"Patriot, The",2000,164,1.1e+08,6.8,29665,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"R",1,0,0,1,0,0,0
"Paulie",1998,90,-1,6.1,1496,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,14.5,"PG",0,0,1,0,0,0,0
"Pauline & Paulette",2001,106,-1,6.8,525,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,"PG",0,0,1,1,0,0,0
"Pauly Shore Is Dead",2003,82,-1,5,521,14.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,4.5,24.5,"R",0,0,1,0,0,0,0
"Paura nel buio",1989,90,-1,3,37,24.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,"R",0,0,0,0,0,0,0
"Pavilion of Women",2001,111,5e+06,5.3,209,4.5,4.5,4.5,14.5,14.5,14.5,24.5,4.5,4.5,4.5,"R",0,0,0,1,0,0,0
"Pawn, The",1998,88,-1,3.9,41,14.5,4.5,14.5,14.5,14.5,14.5,4.5,0,4.5,4.5,"R",0,0,0,1,0,0,0
"Pay It Forward",2000,123,4e+07,6.7,13531,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"PG-13",0,0,0,1,0,1,0
"Payback",1995,93,-1,5.5,149,4.5,4.5,4.5,14.5,14.5,14.5,24.5,4.5,4.5,14.5,"R",0,0,0,0,0,0,0
"Payback",1999,100,5e+07,6.8,18252,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,"R",0,0,0,0,0,0,0
"Paycheck",2003,119,6e+07,6.1,10383,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"PG-13",1,0,0,0,0,0,0
"Peacekeeper, The",1997,98,1e+07,4.6,505,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,"R",1,0,0,0,0,0,0
"Peacemaker, The",1997,124,5e+07,5.9,8994,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"R",1,0,0,0,0,0,0
"Pearl Harbor",2001,184,135250000,5.4,33409,14.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,14.5,"R",1,0,0,1,0,1,0
"Pecker",1998,87,6e+06,6.4,4013,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,4.5,"R",0,0,1,0,0,0,0
"Pendulum",2001,95,-1,4,150,4.5,4.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,14.5,"R",0,0,0,0,0,0,0
"People I Know",2002,100,-1,5.5,2051,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,4.5,"R",0,0,0,1,0,1,0
