,X,Month,CrimeType ,CrimeDetails,CrimeCount,Borough
12383,12383,201204,Theft & Handling,Theft/Taking Of Motor Vehicle,52,Bromley
12384,12384,201204,Theft & Handling,Motor Vehicle Interference & Tampering,12,Bromley
12385,12385,201204,Criminal Damage,Criminal Damage To Motor Vehicle,59,Bromley
12386,12386,201204,Violence Against The Person,Other Violence,9,Bromley
12387,12387,201204,Burglary,Burglary In Other Buildings,116,Bromley
12388,12388,201204,Fraud & Forgery,Counted Per Victim,58,Bromley
12389,12389,201204,Theft & Handling,Other Theft,194,Bromley
12390,12390,201204,Robbery,Personal Property,33,Bromley
12391,12391,201204,Theft & Handling,Theft/Taking Of Pedal Cycle,18,Bromley
12392,12392,201204,Drugs,Drug Trafficking,10,Bromley
12393,12393,201204,Other Notifiable Offences,Other Notifiable,9,Harrow
12394,12394,201204,Violence Against The Person,Common Assault,48,Harrow
12395,12395,201204,Criminal Damage,Criminal Damage To Other Building,13,Harrow
12396,12396,201204,Burglary,Burglary In A Dwelling,148,Harrow
12397,12397,201204,Theft & Handling,Handling Stolen Goods,2,Harrow
12398,12398,201204,Criminal Damage,Criminal Damage To Dwelling,22,Harrow
12399,12399,201204,Violence Against The Person,Assault With Injury,94,Harrow
12400,12400,201204,Sexual Offences,Other Sexual,7,Harrow
12401,12401,201204,Drugs,Possession Of Drugs,38,Harrow
12402,12402,201204,Theft & Handling,Theft From Motor Vehicle,98,Harrow
12403,12403,201204,Robbery,Business Property,4,Harrow
12404,12404,201204,Criminal Damage,Other Criminal Damage,32,Harrow
12405,12405,201204,Theft & Handling,Theft Person,24,Harrow
12406,12406,201204,Violence Against The Person,Wounding/GBH,10,Harrow
12407,12407,201204,Sexual Offences,Rape,7,Harrow
12408,12408,201204,Violence Against The Person,Offensive Weapon,4,Harrow
12409,12409,201204,Other Notifiable Offences,Going Equipped,3,Harrow
12410,12410,201204,Violence Against The Person,Harassment,75,Harrow
12411,12411,201204,Theft & Handling,Theft/Taking Of Motor Vehicle,31,Harrow
12412,12412,201204,Fraud & Forgery,Other Fraud & Forgery,14,Harrow
12413,12413,201204,Criminal Damage,Criminal Damage To Motor Vehicle,42,Harrow
12414,12414,201204,Theft & Handling,Motor Vehicle Interference & Tampering,7,Harrow
12415,12415,201204,Fraud & Forgery,Counted Per Victim,34,Harrow
12416,12416,201204,Violence Against The Person,Other Violence,1,Harrow
12417,12417,201204,Theft & Handling,Theft/Taking Of Pedal Cycle,5,Harrow
12418,12418,201204,Robbery,Personal Property,47,Harrow
12419,12419,201204,Burglary,Burglary In Other Buildings,71,Harrow
12420,12420,201204,Theft & Handling,Other Theft,110,Harrow
12421,12421,201204,Drugs,Drug Trafficking,5,Harrow
12422,12422,201204,Theft & Handling,Theft From Shops,53,Harrow
12423,12423,201204,Sexual Offences,Other Sexual,21,Brent
12424,12424,201204,Theft & Handling,Theft From Motor Vehicle,156,Brent
12425,12425,201204,Violence Against The Person,Offensive Weapon,11,Brent
12426,12426,201204,Robbery,Personal Property,133,Brent
12427,12427,201204,Sexual Offences,Rape,13,Brent
12428,12428,201204,Drugs,Other Drugs,2,Brent
12429,12429,201204,Other Notifiable Offences,Other Notifiable,27,Brent
12430,12430,201204,Theft & Handling,Theft/Taking Of Motor Vehicle,67,Brent
12431,12431,201204,Fraud & Forgery,Other Fraud & Forgery,38,Brent
12432,12432,201204,Theft & Handling,Theft Person,86,Brent
12433,12433,201204,Criminal Damage,Other Criminal Damage,66,Brent
12434,12434,201204,Theft & Handling,Theft From Shops,69,Brent
12435,12435,201204,Violence Against The Person,Harassment,188,Brent
12436,12436,201204,Burglary,Burglary In A Dwelling,235,Brent
12437,12437,201204,Drugs,Possession Of Drugs,230,Brent
12438,12438,201204,Violence Against The Person,Common Assault,134,Brent
12439,12439,201204,Fraud & Forgery,Counted Per Victim,93,Brent
12440,12440,201204,Theft & Handling,Other Theft,209,Brent
12441,12441,201204,Robbery,Business Property,7,Brent
12442,12442,201204,Criminal Damage,Criminal Damage To Other Building,18,Brent
12443,12443,201204,Violence Against The Person,Wounding/GBH,27,Brent
12444,12444,201204,Other Notifiable Offences,Going Equipped,1,Brent
12445,12445,201204,Theft & Handling,Theft/Taking Of Pedal Cycle,29,Brent
12446,12446,201204,Violence Against The Person,Assault With Injury,165,Brent
12447,12447,201204,Drugs,Drug Trafficking,12,Brent
12448,12448,201204,Theft & Handling,Handling Stolen Goods,4,Brent
12449,12449,201204,Criminal Damage,Criminal Damage To Dwelling,43,Brent
12450,12450,201204,Criminal Damage,Criminal Damage To Motor Vehicle,72,Brent
12451,12451,201204,Theft & Handling,Motor Vehicle Interference & Tampering,10,Brent
12452,12452,201204,Burglary,Burglary In Other Buildings,68,Brent
12453,12453,201204,Violence Against The Person,Other Violence,17,Brent
12454,12454,201204,Theft & Handling,Theft From Shops,113,Greenwich
12455,12455,201204,Theft & Handling,Theft/Taking Of Pedal Cycle,35,Greenwich
12456,12456,201204,Violence Against The Person,Other Violence,8,Greenwich
12457,12457,201204,Theft & Handling,Other Theft,233,Greenwich
12458,12458,201204,Robbery,Personal Property,45,Greenwich
12459,12459,201204,Burglary,Burglary In Other Buildings,50,Greenwich
12460,12460,201204,Fraud & Forgery,Counted Per Victim,68,Greenwich
12461,12461,201204,Sexual Offences,Other Sexual,18,Greenwich
12462,12462,201204,Violence Against The Person,Harassment,130,Greenwich
12463,12463,201204,Violence Against The Person,Assault With Injury,134,Greenwich
12464,12464,201204,Criminal Damage,Criminal Damage To Dwelling,55,Greenwich
12465,12465,201204,Theft & Handling,Motor Vehicle Interference & Tampering,10,Greenwich
12466,12466,201204,Drugs,Drug Trafficking,10,Greenwich
12467,12467,201204,Other Notifiable Offences,Going Equipped,1,Greenwich
12468,12468,201204,Theft & Handling,Theft From Motor Vehicle,149,Greenwich
12469,12469,201204,Sexual Offences,Rape,6,Greenwich
12470,12470,201204,Burglary,Burglary In A Dwelling,111,Greenwich
12471,12471,201204,Violence Against The Person,Offensive Weapon,2,Greenwich
12472,12472,201204,Criminal Damage,Criminal Damage To Motor Vehicle,72,Greenwich
12473,12473,201204,Theft & Handling,Handling Stolen Goods,4,Greenwich
12474,12474,201204,Theft & Handling,Theft/Taking Of Motor Vehicle,53,Greenwich
12475,12475,201204,Criminal Damage,Other Criminal Damage,33,Greenwich
12476,12476,201204,Violence Against The Person,Common Assault,116,Greenwich
12477,12477,201204,Other Notifiable Offences,Other Notifiable,23,Greenwich
12478,12478,201204,Theft & Handling,Theft Person,64,Greenwich
12479,12479,201204,Criminal Damage,Criminal Damage To Other Building,17,Greenwich
12480,12480,201204,Violence Against The Person,Wounding/GBH,18,Greenwich
12481,12481,201204,Drugs,Possession Of Drugs,71,Greenwich
12482,12482,201204,Fraud & Forgery,Other Fraud & Forgery,23,Greenwich
12483,12483,201204,Robbery,Business Property,3,Greenwich
12484,12484,201204,Violence Against The Person,Common Assault,48,Bexley
12485,12485,201204,Sexual Offences,Other Sexual,7,Bexley
12486,12486,201204,Robbery,Business Property,4,Bexley
12487,12487,201204,Theft & Handling,Handling Stolen Goods,2,Bexley
12488,12488,201204,Burglary,Burglary In A Dwelling,83,Bexley
12489,12489,201204,Drugs,Possession Of Drugs,51,Bexley
12490,12490,201204,Criminal Damage,Criminal Damage To Other Building,13,Bexley
12491,12491,201204,Violence Against The Person,Assault With Injury,79,Bexley
12492,12492,201204,Other Notifiable Offences,Other Notifiable,15,Bexley
12493,12493,201204,Theft & Handling,Theft Person,17,Bexley
12494,12494,201204,Other Notifiable Offences,Going Equipped,1,Bexley
12495,12495,201204,Theft & Handling,Motor Vehicle Interference & Tampering,5,Bexley
12496,12496,201204,Criminal Damage,Criminal Damage To Motor Vehicle,65,Bexley
12497,12497,201204,Fraud & Forgery,Other Fraud & Forgery,17,Bexley
12498,12498,201204,Theft & Handling,Theft/Taking Of Motor Vehicle,37,Bexley
12499,12499,201204,Theft & Handling,Theft From Motor Vehicle,93,Bexley
12500,12500,201204,Drugs,Drug Trafficking,8,Bexley
12501,12501,201204,Violence Against The Person,Wounding/GBH,9,Bexley
12502,12502,201204,Criminal Damage,Other Criminal Damage,26,Bexley
12503,12503,201204,Violence Against The Person,Harassment,72,Bexley
12504,12504,201204,Criminal Damage,Criminal Damage To Dwelling,21,Bexley
12505,12505,201204,Violence Against The Person,Offensive Weapon,3,Bexley
12506,12506,201204,Robbery,Personal Property,17,Bexley
12507,12507,201204,Violence Against The Person,Other Violence,5,Bexley
12508,12508,201204,Burglary,Burglary In Other Buildings,51,Bexley
12509,12509,201204,Fraud & Forgery,Counted Per Victim,45,Bexley
12510,12510,201204,Theft & Handling,Theft/Taking Of Pedal Cycle,10,Bexley
12511,12511,201204,Theft & Handling,Theft From Shops,50,Bexley
12512,12512,201204,Theft & Handling,Other Theft,130,Bexley
12513,12513,201204,Drugs,Possession Of Drugs,5,NULL
12514,12514,201204,Theft & Handling,Theft/Taking Of Pedal Cycle,1,NULL
12515,12515,201204,Drugs,Drug Trafficking,1,NULL
12516,12516,201204,Violence Against The Person,Common Assault,8,NULL
12517,12517,201204,Theft & Handling,Theft From Shops,22,NULL
12518,12518,201204,Theft & Handling,Theft Person,3,NULL
12519,12519,201204,Other Notifiable Offences,Other Notifiable,26,NULL
12520,12520,201204,Theft & Handling,Other Theft,90,NULL
12521,12521,201204,Robbery,Business Property,1,NULL
12522,12522,201204,Fraud & Forgery,Counted Per Victim,3,NULL
12523,12523,201204,Criminal Damage,Criminal Damage To Motor Vehicle,5,NULL
12524,12524,201204,Theft & Handling,Handling Stolen Goods,3,NULL
12525,12525,201204,Violence Against The Person,Harassment,4,NULL
12526,12526,201204,Robbery,Personal Property,1,NULL
12527,12527,201204,Criminal Damage,Other Criminal Damage,2,NULL
12528,12528,201204,Theft & Handling,Theft From Motor Vehicle,8,NULL
12529,12529,201204,Fraud & Forgery,Other Fraud & Forgery,5,NULL
12530,12530,201204,Violence Against The Person,Offensive Weapon,4,NULL
12531,12531,201204,Violence Against The Person,Assault With Injury,8,NULL
12532,12532,201204,Theft & Handling,Theft/Taking Of Motor Vehicle,3,NULL
12533,12533,201204,Violence Against The Person,Other Violence,1,NULL
12534,12534,201204,Sexual Offences,Other Sexual,2,NULL
12535,12535,201204,Drugs,Other Drugs,1,Barnet
12536,12536,201204,Theft & Handling,Motor Vehicle Interference & Tampering,19,Barnet
12537,12537,201204,Sexual Offences,Rape,4,Barnet
12538,12538,201204,Theft & Handling,Theft/Taking Of Motor Vehicle,63,Barnet
12539,12539,201204,Theft & Handling,Other Theft,299,Barnet
12540,12540,201204,Fraud & Forgery,Counted Per Victim,143,Barnet
12541,12541,201204,Theft & Handling,Handling Stolen Goods,8,Barnet
12542,12542,201204,Violence Against The Person,Harassment,125,Barnet
12543,12543,201204,Theft & Handling,Theft/Taking Of Pedal Cycle,23,Barnet
12544,12544,201204,Violence Against The Person,Assault With Injury,97,Barnet
12545,12545,201204,Robbery,Personal Property,108,Barnet
12546,12546,201204,Drugs,Drug Trafficking,10,Barnet
12547,12547,201204,Burglary,Burglary In Other Buildings,84,Barnet
12548,12548,201204,Burglary,Burglary In A Dwelling,232,Barnet
12549,12549,201204,Theft & Handling,Theft From Shops,105,Barnet
12550,12550,201204,Criminal Damage,Criminal Damage To Motor Vehicle,83,Barnet
12551,12551,201204,Drugs,Possession Of Drugs,79,Barnet
12552,12552,201204,Theft & Handling,Theft From Motor Vehicle,234,Barnet
12553,12553,201204,Violence Against The Person,Offensive Weapon,1,Barnet
12554,12554,201204,Criminal Damage,Criminal Damage To Dwelling,31,Barnet
12555,12555,201204,Other Notifiable Offences,Other Notifiable,15,Barnet
12556,12556,201204,Sexual Offences,Other Sexual,21,Barnet
12557,12557,201204,Theft & Handling,Theft Person,58,Barnet
12558,12558,201204,Criminal Damage,Criminal Damage To Other Building,28,Barnet
12559,12559,201204,Violence Against The Person,Wounding/GBH,21,Barnet
12560,12560,201204,Criminal Damage,Other Criminal Damage,35,Barnet
12561,12561,201204,Fraud & Forgery,Other Fraud & Forgery,56,Barnet
12562,12562,201204,Violence Against The Person,Common Assault,97,Barnet
12563,12563,201204,Robbery,Business Property,7,Barnet
12564,12564,201204,Violence Against The Person,Other Violence,9,Barnet
12565,12565,201204,Violence Against The Person,Other Violence,5,Richmond upon Thames
12566,12566,201204,Criminal Damage,Criminal Damage To Dwelling,15,Richmond upon Thames
12567,12567,201204,Theft & Handling,Theft From Motor Vehicle,120,Richmond upon Thames
12568,12568,201204,Fraud & Forgery,Other Fraud & Forgery,14,Richmond upon Thames
12569,12569,201204,Criminal Damage,Other Criminal Damage,30,Richmond upon Thames
12570,12570,201204,Criminal Damage,Criminal Damage To Other Building,17,Richmond upon Thames
12571,12571,201204,Theft & Handling,Theft Person,9,Richmond upon Thames
12572,12572,201204,Violence Against The Person,Common Assault,46,Richmond upon Thames
12573,12573,201204,Burglary,Burglary In Other Buildings,84,Richmond upon Thames
12574,12574,201204,Other Notifiable Offences,Other Notifiable,9,Richmond upon Thames
12575,12575,201204,Violence Against The Person,Harassment,83,Richmond upon Thames
12576,12576,201204,Theft & Handling,Theft/Taking Of Pedal Cycle,51,Richmond upon Thames
12577,12577,201204,Violence Against The Person,Wounding/GBH,3,Richmond upon Thames
12578,12578,201204,Robbery,Personal Property,27,Richmond upon Thames
12579,12579,201204,Violence Against The Person,Assault With Injury,74,Richmond upon Thames
12580,12580,201204,Sexual Offences,Other Sexual,15,Richmond upon Thames
12581,12581,201204,Theft & Handling,Motor Vehicle Interference & Tampering,6,Richmond upon Thames
12582,12582,201204,Drugs,Possession Of Drugs,21,Richmond upon Thames
12583,12583,201204,Theft & Handling,Theft From Shops,40,Richmond upon Thames
12584,12584,201204,Burglary,Burglary In A Dwelling,67,Richmond upon Thames
12585,12585,201204,Other Notifiable Offences,Going Equipped,1,Richmond upon Thames
12586,12586,201204,Criminal Damage,Criminal Damage To Motor Vehicle,40,Richmond upon Thames
12587,12587,201204,Violence Against The Person,Offensive Weapon,3,Richmond upon Thames
12588,12588,201204,Fraud & Forgery,Counted Per Victim,43,Richmond upon Thames
12589,12589,201204,Theft & Handling,Other Theft,119,Richmond upon Thames
12590,12590,201204,Sexual Offences,Rape,3,Richmond upon Thames
12591,12591,201204,Drugs,Drug Trafficking,1,Richmond upon Thames
12592,12592,201204,Theft & Handling,Theft/Taking Of Motor Vehicle,39,Richmond upon Thames
12593,12593,201204,Sexual Offences,Rape,9,Hounslow
12594,12594,201204,Theft & Handling,Other Theft,221,Hounslow
12595,12595,201204,Theft & Handling,Motor Vehicle Interference & Tampering,24,Hounslow
12596,12596,201204,Fraud & Forgery,Counted Per Victim,84,Hounslow
12597,12597,201204,Theft & Handling,Handling Stolen Goods,2,Hounslow
12598,12598,201204,Drugs,Possession Of Drugs,137,Hounslow
12599,12599,201204,Theft & Handling,Theft/Taking Of Pedal Cycle,45,Hounslow
12600,12600,201204,Drugs,Drug Trafficking,9,Hounslow
12601,12601,201204,Robbery,Personal Property,68,Hounslow
12602,12602,201204,Theft & Handling,Theft/Taking Of Motor Vehicle,43,Hounslow
12603,12603,201204,Violence Against The Person,Harassment,165,Hounslow
12604,12604,201204,Criminal Damage,Criminal Damage To Dwelling,53,Hounslow
12605,12605,201204,Theft & Handling,Theft From Shops,109,Hounslow
12606,12606,201204,Violence Against The Person,Offensive Weapon,6,Hounslow
12607,12607,201204,Burglary,Burglary In Other Buildings,73,Hounslow
12608,12608,201204,Theft & Handling,Theft From Motor Vehicle,225,Hounslow
12609,12609,201204,Criminal Damage,Criminal Damage To Motor Vehicle,100,Hounslow
12610,12610,201204,Burglary,Burglary In A Dwelling,129,Hounslow
12611,12611,201204,Violence Against The Person,Wounding/GBH,17,Hounslow
12612,12612,201204,Criminal Damage,Criminal Damage To Other Building,26,Hounslow
12613,12613,201204,Violence Against The Person,Common Assault,98,Hounslow
12614,12614,201204,Fraud & Forgery,Other Fraud & Forgery,30,Hounslow
12615,12615,201204,Sexual Offences,Other Sexual,20,Hounslow
12616,12616,201204,Robbery,Business Property,4,Hounslow
12617,12617,201204,Violence Against The Person,Assault With Injury,157,Hounslow
12618,12618,201204,Violence Against The Person,Other Violence,24,Hounslow
12619,12619,201204,Other Notifiable Offences,Other Notifiable,19,Hounslow
12620,12620,201204,Theft & Handling,Theft Person,43,Hounslow
12621,12621,201204,Criminal Damage,Other Criminal Damage,38,Hounslow
12622,12622,201204,Criminal Damage,Criminal Damage To Dwelling,18,Kingston upon Thames
12623,12623,201204,Other Notifiable Offences,Going Equipped,1,Kingston upon Thames
12624,12624,201204,Theft & Handling,Motor Vehicle Interference & Tampering,5,Kingston upon Thames
